libdc1394 error: Failed to initialize libdc1394
Input dim is 96
Dim after convolution 0 = 92
Number of parameters is     9408.0
Dim after pooling 0 is 46
Dim after convolution 1 = 46
Number of parameters is   179200.0
Dim after pooling 1 is 23
Dim after convolution 2 = 23
Number of parameters is   193536.0
Dim after pooling 2 is 11
Dim after convolution 3 = 11
Number of parameters is   552960.0
Dim after pooling 3 is 5
Dim after convolution 4 = 5
Number of parameters is  1474560.0
Iteration     0: accuracy_at_1 =  0.78%; accuracy_at_5 =  5.86%; loss = 4.605170 
Iteration   970: accuracy_at_1 =  5.47%; accuracy_at_5 = 22.66%; loss = 4.051812  (2.027947 s/it)
Iteration   980: accuracy_at_1 =  7.42%; accuracy_at_5 = 28.12%; loss = 3.890056  (2.027463 s/it)
Iteration   990: accuracy_at_1 =  6.64%; accuracy_at_5 = 27.73%; loss = 3.928691  (2.027432 s/it)
Iteration  1000: accuracy_at_1 =  8.59%; accuracy_at_5 = 29.30%; loss = 3.843120  (2.028409 s/it)
Iteration  1010: accuracy_at_1 = 14.06%; accuracy_at_5 = 36.72%; loss = 3.738581  (2.027468 s/it)
Iteration  1020: accuracy_at_1 =  7.81%; accuracy_at_5 = 27.34%; loss = 4.023590  (2.026057 s/it)
Iteration  1030: accuracy_at_1 = 12.11%; accuracy_at_5 = 30.08%; loss = 3.868580  (2.028020 s/it)
Iteration  1040: accuracy_at_1 = 10.94%; accuracy_at_5 = 30.47%; loss = 3.874209  (2.028238 s/it)
Iteration  1050: accuracy_at_1 =  9.77%; accuracy_at_5 = 26.56%; loss = 3.990436  (2.028508 s/it)
Iteration  1060: accuracy_at_1 = 10.94%; accuracy_at_5 = 28.91%; loss = 3.934380  (2.027940 s/it)
Iteration  1070: accuracy_at_1 =  9.38%; accuracy_at_5 = 28.91%; loss = 3.926292  (2.028267 s/it)
Iteration  1080: accuracy_at_1 =  9.77%; accuracy_at_5 = 28.91%; loss = 3.971032  (2.027728 s/it)
Iteration  1090: accuracy_at_1 = 12.50%; accuracy_at_5 = 30.86%; loss = 3.816070  (2.028250 s/it)
Iteration  1100: accuracy_at_1 =  8.59%; accuracy_at_5 = 25.00%; loss = 3.870562  (2.027157 s/it)
Iteration  1110: accuracy_at_1 = 11.33%; accuracy_at_5 = 30.08%; loss = 4.069067  (2.026760 s/it)
Iteration  1120: accuracy_at_1 =  7.81%; accuracy_at_5 = 31.25%; loss = 3.875393  (2.026760 s/it)
Iteration  1130: accuracy_at_1 =  9.77%; accuracy_at_5 = 30.47%; loss = 3.853806  (2.027018 s/it)
Iteration  1140: accuracy_at_1 =  6.64%; accuracy_at_5 = 28.91%; loss = 3.853452  (2.026719 s/it)
Iteration  1150: accuracy_at_1 = 10.16%; accuracy_at_5 = 30.47%; loss = 3.887055  (2.028069 s/it)
Iteration  1160: accuracy_at_1 =  8.20%; accuracy_at_5 = 26.95%; loss = 4.057725  (2.028341 s/it)
Iteration  1170: accuracy_at_1 =  9.77%; accuracy_at_5 = 30.08%; loss = 3.838849  (2.028593 s/it)
Iteration  1180: accuracy_at_1 = 13.28%; accuracy_at_5 = 34.38%; loss = 3.791062  (2.028557 s/it)
Iteration  1190: accuracy_at_1 =  7.42%; accuracy_at_5 = 28.12%; loss = 3.929147  (2.029014 s/it)
Iteration  1200: accuracy_at_1 =  8.98%; accuracy_at_5 = 33.98%; loss = 3.863008  (2.028513 s/it)
Iteration  1210: accuracy_at_1 = 13.28%; accuracy_at_5 = 34.38%; loss = 3.875236  (2.028669 s/it)
Iteration  1220: accuracy_at_1 = 10.94%; accuracy_at_5 = 30.47%; loss = 3.761451  (2.028448 s/it)
Iteration  1230: accuracy_at_1 = 11.72%; accuracy_at_5 = 34.77%; loss = 3.838234  (2.026716 s/it)
Iteration  1240: accuracy_at_1 =  9.77%; accuracy_at_5 = 31.64%; loss = 3.840890  (2.027661 s/it)
Iteration  1250: accuracy_at_1 = 12.11%; accuracy_at_5 = 31.25%; loss = 3.829501  (2.027014 s/it)
Iteration  1260: accuracy_at_1 = 10.16%; accuracy_at_5 = 32.03%; loss = 3.939166  (2.027006 s/it)
Iteration  1270: accuracy_at_1 =  8.98%; accuracy_at_5 = 33.20%; loss = 3.862188  (2.026837 s/it)
Iteration  1280: accuracy_at_1 =  8.98%; accuracy_at_5 = 30.86%; loss = 3.881791  (2.027099 s/it)
Iteration  1290: accuracy_at_1 =  6.25%; accuracy_at_5 = 25.00%; loss = 3.964957  (2.028581 s/it)
Iteration  1300: accuracy_at_1 = 10.55%; accuracy_at_5 = 30.86%; loss = 3.807593  (2.028014 s/it)
Iteration  1310: accuracy_at_1 = 10.94%; accuracy_at_5 = 36.33%; loss = 3.738721  (2.029590 s/it)
Iteration  1320: accuracy_at_1 =  8.59%; accuracy_at_5 = 33.98%; loss = 3.770979  (2.028964 s/it)
Iteration  1330: accuracy_at_1 =  9.38%; accuracy_at_5 = 33.59%; loss = 3.749272  (2.028282 s/it)
Iteration  1340: accuracy_at_1 = 10.94%; accuracy_at_5 = 39.06%; loss = 3.738232  (2.027796 s/it)
Iteration  1350: accuracy_at_1 = 13.67%; accuracy_at_5 = 39.84%; loss = 3.622810  (2.027626 s/it)
Iteration  1360: accuracy_at_1 = 10.94%; accuracy_at_5 = 33.59%; loss = 3.851296  (2.026625 s/it)
Iteration  1370: accuracy_at_1 = 12.50%; accuracy_at_5 = 35.16%; loss = 3.705342  (2.027594 s/it)
Iteration  1380: accuracy_at_1 = 13.67%; accuracy_at_5 = 33.20%; loss = 3.790202  (2.027571 s/it)
Iteration  1390: accuracy_at_1 = 12.50%; accuracy_at_5 = 32.81%; loss = 3.891900  (2.027515 s/it)
Iteration  1400: accuracy_at_1 = 10.94%; accuracy_at_5 = 33.59%; loss = 3.749440  (2.028621 s/it)
Iteration  1410: accuracy_at_1 = 15.23%; accuracy_at_5 = 37.11%; loss = 3.701576  (2.026860 s/it)
Iteration  1420: accuracy_at_1 = 12.11%; accuracy_at_5 = 36.33%; loss = 3.723584  (2.027613 s/it)
Iteration  1430: accuracy_at_1 = 14.45%; accuracy_at_5 = 38.28%; loss = 3.702775  (2.027418 s/it)
Iteration  1440: accuracy_at_1 = 10.55%; accuracy_at_5 = 30.86%; loss = 3.794741  (2.027997 s/it)
Iteration  1450: accuracy_at_1 = 14.06%; accuracy_at_5 = 38.28%; loss = 3.698077  (2.027767 s/it)
Iteration  1460: accuracy_at_1 = 11.72%; accuracy_at_5 = 32.81%; loss = 3.860085  (2.029131 s/it)
Iteration  1470: accuracy_at_1 = 12.11%; accuracy_at_5 = 32.42%; loss = 3.852195  (2.028831 s/it)
Iteration  1480: accuracy_at_1 = 11.72%; accuracy_at_5 = 28.52%; loss = 3.894608  (2.026318 s/it)
Iteration  1490: accuracy_at_1 = 10.94%; accuracy_at_5 = 33.20%; loss = 3.817415  (2.026818 s/it)
Iteration  1500: accuracy_at_1 = 11.72%; accuracy_at_5 = 33.59%; loss = 3.852414  (2.027013 s/it)
Iteration  1510: accuracy_at_1 =  8.59%; accuracy_at_5 = 26.56%; loss = 3.883899  (2.027304 s/it)
Iteration  1520: accuracy_at_1 = 12.11%; accuracy_at_5 = 35.94%; loss = 3.738089  (2.027292 s/it)
Iteration  1530: accuracy_at_1 = 10.94%; accuracy_at_5 = 35.16%; loss = 3.765535  (2.027560 s/it)
Iteration  1540: accuracy_at_1 = 12.50%; accuracy_at_5 = 37.50%; loss = 3.677899  (2.027719 s/it)
Iteration  1550: accuracy_at_1 = 10.16%; accuracy_at_5 = 30.08%; loss = 3.909195  (2.027907 s/it)
Iteration  1560: accuracy_at_1 = 11.72%; accuracy_at_5 = 30.86%; loss = 3.815692  (2.027044 s/it)
Iteration  1570: accuracy_at_1 = 15.23%; accuracy_at_5 = 34.38%; loss = 3.765146  (2.028782 s/it)
Iteration  1580: accuracy_at_1 = 10.94%; accuracy_at_5 = 33.59%; loss = 3.790629  (2.028067 s/it)
Iteration  1590: accuracy_at_1 = 12.11%; accuracy_at_5 = 34.77%; loss = 3.858540  (2.028003 s/it)
Iteration  1600: accuracy_at_1 = 15.62%; accuracy_at_5 = 37.50%; loss = 3.663125  (2.028168 s/it)
Iteration  1610: accuracy_at_1 = 12.89%; accuracy_at_5 = 30.08%; loss = 3.838534  (2.027276 s/it)
Iteration  1620: accuracy_at_1 = 11.72%; accuracy_at_5 = 36.33%; loss = 3.783255  (2.028063 s/it)
Iteration  1630: accuracy_at_1 = 10.94%; accuracy_at_5 = 34.38%; loss = 3.830153  (2.027245 s/it)
Iteration  1640: accuracy_at_1 = 12.50%; accuracy_at_5 = 33.59%; loss = 3.703503  (2.028167 s/it)
Iteration  1650: accuracy_at_1 = 13.67%; accuracy_at_5 = 37.89%; loss = 3.687456  (2.026787 s/it)
Iteration  1660: accuracy_at_1 = 17.97%; accuracy_at_5 = 38.67%; loss = 3.492397  (2.027230 s/it)
Iteration  1670: accuracy_at_1 = 10.55%; accuracy_at_5 = 32.03%; loss = 3.778766  (2.028061 s/it)
Iteration  1680: accuracy_at_1 = 13.28%; accuracy_at_5 = 36.33%; loss = 3.663747  (2.028155 s/it)
Iteration  1690: accuracy_at_1 = 15.23%; accuracy_at_5 = 37.89%; loss = 3.631925  (2.028223 s/it)
Iteration  1700: accuracy_at_1 = 10.94%; accuracy_at_5 = 41.02%; loss = 3.689623  (2.028821 s/it)
Iteration  1710: accuracy_at_1 = 16.80%; accuracy_at_5 = 38.67%; loss = 3.603418  (2.028460 s/it)
Iteration  1720: accuracy_at_1 = 13.28%; accuracy_at_5 = 40.62%; loss = 3.664853  (2.028027 s/it)
Iteration  1730: accuracy_at_1 = 14.84%; accuracy_at_5 = 35.94%; loss = 3.664538  (2.028773 s/it)
Iteration  1740: accuracy_at_1 = 11.72%; accuracy_at_5 = 33.98%; loss = 3.734799  (2.026616 s/it)
Iteration  1750: accuracy_at_1 = 11.33%; accuracy_at_5 = 33.20%; loss = 3.714193  (2.027376 s/it)
Iteration  1760: accuracy_at_1 = 10.55%; accuracy_at_5 = 37.50%; loss = 3.646873  (2.027528 s/it)
Iteration  1770: accuracy_at_1 = 16.41%; accuracy_at_5 = 42.19%; loss = 3.501080  (2.027764 s/it)
Iteration  1780: accuracy_at_1 = 13.67%; accuracy_at_5 = 32.03%; loss = 3.739858  (2.026224 s/it)
Iteration  1790: accuracy_at_1 = 14.45%; accuracy_at_5 = 38.28%; loss = 3.597871  (2.027338 s/it)
Iteration  1800: accuracy_at_1 = 11.72%; accuracy_at_5 = 37.89%; loss = 3.662714  (2.029057 s/it)
Iteration  1810: accuracy_at_1 = 12.50%; accuracy_at_5 = 37.50%; loss = 3.618810  (2.029434 s/it)
Iteration  1820: accuracy_at_1 = 14.45%; accuracy_at_5 = 33.98%; loss = 3.642683  (2.027627 s/it)
Iteration  1830: accuracy_at_1 = 14.45%; accuracy_at_5 = 35.16%; loss = 3.681119  (2.028229 s/it)
Iteration  1840: accuracy_at_1 = 16.02%; accuracy_at_5 = 37.11%; loss = 3.536454  (2.028198 s/it)
Iteration  1850: accuracy_at_1 = 12.11%; accuracy_at_5 = 35.94%; loss = 3.629979  (2.028281 s/it)
Iteration  1860: accuracy_at_1 = 12.89%; accuracy_at_5 = 37.89%; loss = 3.694699  (2.026700 s/it)
Iteration  1870: accuracy_at_1 = 11.72%; accuracy_at_5 = 33.59%; loss = 3.814347  (2.026998 s/it)
Iteration  1880: accuracy_at_1 = 14.45%; accuracy_at_5 = 38.67%; loss = 3.574208  (2.027800 s/it)
Iteration  1890: accuracy_at_1 = 14.84%; accuracy_at_5 = 35.16%; loss = 3.653996  (2.027496 s/it)
Iteration  1900: accuracy_at_1 = 14.84%; accuracy_at_5 = 38.28%; loss = 3.578597  (2.027578 s/it)
Iteration  1910: accuracy_at_1 = 12.89%; accuracy_at_5 = 36.33%; loss = 3.751195  (2.027368 s/it)
Iteration  1920: accuracy_at_1 =  9.38%; accuracy_at_5 = 33.20%; loss = 3.778814  (2.026749 s/it)
Iteration  1930: accuracy_at_1 = 18.36%; accuracy_at_5 = 44.53%; loss = 3.534181  (2.027797 s/it)
Iteration  1940: accuracy_at_1 = 13.28%; accuracy_at_5 = 39.84%; loss = 3.731400  (2.027277 s/it)
Iteration  1950: accuracy_at_1 = 13.28%; accuracy_at_5 = 35.55%; loss = 3.678047  (2.028071 s/it)
Iteration  1960: accuracy_at_1 = 14.84%; accuracy_at_5 = 37.11%; loss = 3.564433  (2.030384 s/it)
Iteration  1970: accuracy_at_1 = 14.45%; accuracy_at_5 = 39.84%; loss = 3.594631  (2.026710 s/it)
Iteration  1980: accuracy_at_1 = 10.55%; accuracy_at_5 = 37.50%; loss = 3.626229  (2.028411 s/it)
Iteration  1990: accuracy_at_1 = 12.11%; accuracy_at_5 = 37.11%; loss = 3.657872  (2.026827 s/it)
Iteration  2000: accuracy_at_1 = 14.84%; accuracy_at_5 = 40.23%; loss = 3.600529  (2.028249 s/it)
Iteration  2010: accuracy_at_1 = 18.36%; accuracy_at_5 = 44.14%; loss = 3.399490  (2.027311 s/it)
Iteration  2020: accuracy_at_1 = 13.28%; accuracy_at_5 = 34.77%; loss = 3.640467  (2.025960 s/it)
Iteration  2030: accuracy_at_1 = 11.72%; accuracy_at_5 = 39.45%; loss = 3.684134  (2.026313 s/it)
Iteration  2040: accuracy_at_1 = 15.62%; accuracy_at_5 = 39.45%; loss = 3.640969  (2.027264 s/it)
Iteration  2050: accuracy_at_1 = 14.84%; accuracy_at_5 = 42.58%; loss = 3.633618  (2.028350 s/it)
Iteration  2060: accuracy_at_1 = 13.67%; accuracy_at_5 = 33.98%; loss = 3.693768  (2.028762 s/it)
Iteration  2070: accuracy_at_1 = 13.67%; accuracy_at_5 = 38.67%; loss = 3.574040  (2.028837 s/it)
Iteration  2080: accuracy_at_1 = 16.80%; accuracy_at_5 = 40.23%; loss = 3.576843  (2.028370 s/it)
Iteration  2090: accuracy_at_1 = 15.62%; accuracy_at_5 = 35.16%; loss = 3.721538  (2.027464 s/it)
Iteration  2100: accuracy_at_1 = 13.28%; accuracy_at_5 = 35.55%; loss = 3.610449  (2.028934 s/it)
Iteration  2110: accuracy_at_1 = 13.67%; accuracy_at_5 = 41.80%; loss = 3.564635  (2.027612 s/it)
Iteration  2120: accuracy_at_1 = 12.89%; accuracy_at_5 = 42.19%; loss = 3.570751  (2.027720 s/it)
Iteration  2130: accuracy_at_1 = 16.02%; accuracy_at_5 = 46.48%; loss = 3.363350  (2.027208 s/it)
Iteration  2140: accuracy_at_1 = 12.50%; accuracy_at_5 = 41.80%; loss = 3.525447  (2.026591 s/it)
Iteration  2150: accuracy_at_1 = 11.72%; accuracy_at_5 = 35.55%; loss = 3.687584  (2.027470 s/it)
Iteration  2160: accuracy_at_1 = 16.02%; accuracy_at_5 = 39.84%; loss = 3.460120  (2.027426 s/it)
Iteration  2170: accuracy_at_1 = 17.58%; accuracy_at_5 = 42.19%; loss = 3.461125  (2.026907 s/it)
Iteration  2180: accuracy_at_1 = 17.58%; accuracy_at_5 = 42.19%; loss = 3.495714  (2.028163 s/it)
Iteration  2190: accuracy_at_1 = 12.89%; accuracy_at_5 = 40.62%; loss = 3.562472  (2.028285 s/it)
Iteration  2200: accuracy_at_1 = 15.62%; accuracy_at_5 = 40.23%; loss = 3.568030  (2.028696 s/it)
Iteration  2210: accuracy_at_1 = 13.67%; accuracy_at_5 = 38.28%; loss = 3.680777  (2.028427 s/it)
Iteration  2220: accuracy_at_1 = 15.62%; accuracy_at_5 = 36.33%; loss = 3.648642  (2.029154 s/it)
Iteration  2230: accuracy_at_1 = 15.23%; accuracy_at_5 = 44.53%; loss = 3.502744  (2.027837 s/it)
Iteration  2240: accuracy_at_1 = 10.94%; accuracy_at_5 = 39.45%; loss = 3.724702  (2.028254 s/it)
Iteration  2250: accuracy_at_1 = 15.23%; accuracy_at_5 = 42.58%; loss = 3.474102  (2.027338 s/it)
